source,keyword,title,url,snippet,scraped_at,publication_info
Google Scholar,sikkim sustainable development,[PDF]Communitydevelopmentand tourism: TheSikkimexperience in the Eastern Himalayas,http://dspace.cus.ac.in/jspui/bitstream/1/7487/1/925.pdf,"… Earlier,Sikkim’s status as a protectorate of India compelled the state to go by certainrulesimposed first by the British and later by the Government of India. For quite some time,Sikkim…",2026-05-19T13:01:11.841199,M Choudhury - 2001 - dspace.cus.ac.in
Google Scholar,sikkim sustainable development,Regional Disparity andSustainable Developmentin North-Eastern States of India: APolicyPerspective,https://essuir.sumdu.edu.ua/items/050e479b-5aee-4e6d-a98f-29be36a0642b,"… North Eastern Region includingSikkimin the economicdevelopment including removal of… and security in the North Eastern Region including,Sikkim. The Main activ-ities/functions of …",2026-05-19T13:01:11.841412,SN Singh- 2018 - essuir.sumdu.edu.ua
Google Scholar,sikkim sustainable development,Ecotourism andSustainable Developmentin the Indian Himalayan Region: A Case Study ofSikkimand Darjeeling Hills,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781998511198-5&type=chapterpdf,"… astrategyforsustainabledevelopment, ecotourism inSikkim…Policyfailures occur due tothe greenwashing of ecotourism … are excluded from the overalldevelopmentprocess and costs …",2026-05-19T13:01:11.841866,"JW Bhutia, SG Bhutia - Himalayan Mountain Tourism, 2026 - api.taylorfrancis.com"
Google Scholar,sikkim sustainable development,[PDF]Responsible Tourism initiatives towardssustainabletourismdevelopment: A case study ofSikkim,https://dspace.cus.ac.in/jspui/bitstream/1/8239/1/Sonam%20Gyamtso%20Bhutia%20PhD%20Thesis%202025.pdf,"… practices and their impact onsustainabledevelopmentoutcomes in the context ofSikkim. …significant potential forsustainabledevelopment, contingent on effectivepolicyframeworks, …",2026-05-19T13:01:11.842909,SG Bhutia - 2025 - dspace.cus.ac.in
Google Scholar,sikkim plastic ban,Sustainable Tourism and Waste Management Challenges of Gangtok City inSikkim,https://link.springer.com/chapter/10.1007/978-3-032-11300-9_22,"…Plastic-Free Tourism Zones:Banonplasticshould be strictly applied especially in the majortourist circuits.Policiesmay include mandatory clothbags, … to seizebannedplasticproducts. …",2026-05-19T13:01:29.914903,"S Das, KK Roy, S Bose - … and Sustainability: Exploring Emerging Tools and …, 2026 - Springer"
Google Scholar,sikkim plastic ban,"[PDF]Solid Waste Management Practices and Raising Environmental Concerns: A Case Study of Gangtok Municipal Corporation Areas,Sikkim",https://www.researchgate.net/profile/Khangembam-Indira/publication/351431963_Solid_Waste_Management_Practices_and_Raising_Environmental_Concerns_A_Case_Study_of_Gangtok_Municipal_Corporation_Areas_Sikkim/links/6125d3580c2bfa282a6b5af1/Solid-Waste-Management-Practices-and-Raising-Environmental-Concerns-A-Case-Study-of-Gangtok-Municipal-Corporation-Areas-Sikkim.pdf,"… restaurants inSikkimrequesting not to useplasticmaterials … , it was found thatSikkimlacksclearly spelled outrulesand … ,banningStyrofoam and minimising the usages ofplasticwater …",2026-05-19T13:01:29.915105,"K Indira - J Hum Ecol, 2021 - researchgate.net"
Google Scholar,sikkim plastic ban,[PDF]Sikkim; A Role Model of Ecotourism in India: A Critical Analysis,https://www.researchgate.net/profile/Amit-Kumar-252/publication/353192864_SIKKIM_A_ROLE_MODEL_OF_ECOTOURISM_IN_INDIA_A_CRITICAL_ANALYSIS/links/60ec556b16f9f3130079682d/SIKKIM-A-ROLE-MODEL-OF-ECOTOURISM-IN-INDIA-A-CRITICAL-ANALYSIS.pdf,"… describesSikkimas “It's clean (plasticbagsarebanned) and … analyze the eco-tourismpolicyofSikkim, which endeavors to …policyon biodiversity and well being of local population. …",2026-05-19T13:01:29.915294,"A Kumar- Indian Streams Research Journal, 2014 - researchgate.net"
Google Scholar,sikkim plastic ban,"Comparative Study of Solid Waste Management in Rural Homestays and Urban Hotels inSikkim, India",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394272549.ch16,"…Sikkim, despite its small size and remoteness, has taken significant steps … thebanonsingle-useplasticbagsand bottles. The state has implemented variouspoliciesto tackleplastic…",2026-05-19T13:01:29.915605,"R Chhetri- Resilient Community Microgrids, 2025 - Wiley Online Library"
Google Scholar,sikkim plastic ban,[PDF]SUSTAINABLE TREKKING PRACTICES FOR REDUCINGPLASTICWASTE IN FRAGILE HIMALAYAN ECOSYSTEMS,https://www.gbpihed.gov.in/PDF/Publication/Bulletin_Vol33_2025.pdf#page=32,"… Strongpolicyactions such asplasticbans, eco-certification, … need for integratedsolutionscombiningpolicy, innovation in … Among its many regions, theSikkimHimalaya stands out …",2026-05-19T13:01:29.915977,"D Chand,R Lata, RK Singh,K Kumar… - EIACP BULLETIN …, 2025 - gbpihed.gov.in"
Google Scholar,sikkim plastic ban,[PDF]From life cycles to path dependence: Ecotourism path formation inSikkim(India),https://www.researchgate.net/profile/Prabuddh-Mishra/publication/401718580_FROM_LIFE_CYCLES_TO_PATH_DEPENDENCE_ECOTOURISM_PATH_FORMATION_IN_SIKKIM_INDIA/links/69af85bf4c39af26801e0766/FROM-LIFE-CYCLES-TO-PATH-DEPENDENCE-ECOTOURISM-PATH-FORMATION-IN-SIKKIM-INDIA.pdf,"… organic farming, the 2011 EcotourismPolicy, and the declaration ofSikkimas India’s first fully… by the Government ofSikkimis thebanon the use of single-useplasticwater bottles with a …",2026-05-19T13:01:29.916153,"K Matlovičová,S Sharma,Y Sharma… - … of Tourism and …, 2026 - researchgate.net"
Google Scholar,sikkim hydropower,"Hydropowerdevelopment and the meaning of place. Multi-ethnichydropowerstruggles inSikkim, India",https://www.sciencedirect.com/science/article/pii/S001671851830006X,"Academic research and media tend to emphasize the strong opposition tohydropowerdevelopment inSikkim, India, and position this as resistance to an environmentally-destructive, …",2026-05-19T13:01:49.913196,"RD Dukpa,D Joshi,R Boelens- Geoforum, 2018 - Elsevier"
Google Scholar,sikkim hydropower,"[HTML]HydropowerPolitics in Northeast India: Dam Development Contestations, Electoral Politics and Power Reconfigurations inSikkim",https://www.mdpi.com/2073-4441/16/7/1061?utm_campaign=releaseissue_waterutm_medium=emailutm_source=releaseissueutm_term=doilink156,"… arena by enacting (and amending) numerous pro-hydropowerActs,policiesand schemesthroughout the late 1900s and 2000s, aimed to provide the States and the Independent Power …",2026-05-19T13:01:49.913696,"RD Dukpa,J Hoogesteger,GJ Veldwisch,R Boelens- Water, 2024 - mdpi.com"
Google Scholar,sikkim hydropower,"[PDF]Voices in the Void; The Politics of Knowledge aroundHydropowerDevelopment inSikkim, India",https://scholar.archive.org/work/wpuqzzew2vcbpjr4pzu347dufu/access/wayback/https://www.researchgate.net/profile/Saskia_De_Wildt2/publication/339747294_Voices_in_the_Void_The_Politics_of_Knowledge_around_Hydropower_Development_in_Sikkim_India/links/5e626d6592851c7ce049c54d/Voices-in-the-Void-The-Politics-of-Knowledge-around-Hydropower-Development-in-Sikkim-India.pdf,… There are some implications in the literature that community voices are often ignored inhydropowerpolicies. But is local knowledge indeed marginalized? This research asks the …,2026-05-19T13:01:49.913925,S de Wildt- scholar.archive.org
Google Scholar,sikkim hydropower,"[HTML]Contestinghydropowerdams in the Eastern Himalaya: The cultural politics of identity, territory and self-governance institutions inSikkim, India",https://www.mdpi.com/2073-4441/11/3/412,"… We discussed in detail the pros and cons ofhydropowerdevelopment and concluded thatif such companies entered, we would be left with just theSikkim-Subject land documents but …",2026-05-19T13:01:49.914108,"RD Dukpa,D Joshi,R Boelens- Water, 2019 - mdpi.com"
Google Scholar,sikkim hydropower,[PDF]Benefit Sharing Among Local Communities ofHydropowerProjects inSikkim,http://www.dspace.cus.ac.in/jspui/bitstream/1/6065/1/Bibeshna%20Pradhan.pdf,"… In 2008, a major initiative was made by formulating theHydropowerpolicywhichrecognised Rehabilitation and Resettlement to go beyond mere compensation for lost assets & …",2026-05-19T13:01:49.914275,B Pradhan - 2018 - dspace.cus.ac.in
Google Scholar,sikkim hydropower,Harnessing energy potential in fragile landscapes: Exploration of conflicts and emerging issues aroundhydropowerdevelopments inSikkim,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315168432-4/harnessing-energy-potential-fragile-landscapes-ghanashyam-sharma-trilochan-pandey,… to be developed under theSikkimPower Development Corporation (… ofSikkim2015)indicates that thehydropowerprojects at … The State PowerPolicylays down that the independent …,2026-05-19T13:01:49.914424,"G Sharma, T Pandey - Water Conflicts in Northeast India, 2017 - taylorfrancis.com"
Google Scholar,sikkim hydropower,"Hydropower, anti-politics, and the opening of new political spaces in the Eastern Himalayas",https://www.sciencedirect.com/science/article/pii/S0305750X15001485,"… has lately been advocated by a multi-scalar public–privatepolicy… inSikkim, NortheastIndia, we illustrate how attempts by state and private actors to restrict contestation ofhydropower…",2026-05-19T13:01:49.914568,"A Huber, D Joshi - World Development, 2015 - Elsevier"
Google Scholar,sikkim hydropower,[PDF]The TeestaHydro PowerProjects: A Historical Analysis of the Protest Movement in NorthSikkim(1964-2011),http://www.dspace.cus.ac.in/jspui/bitstream/1/6963/1/Kachyo%20Lepcha%20PhD-History.pdf,… well as the legal system regarding preferentialpoliciesinSikkimso as to place the presentin … as they unfolded both in the realm ofpolicyformulation/implementation and in the realm of …,2026-05-19T13:01:49.914735,K Lepcha - 2020 - dspace.cus.ac.in
Google Scholar,sikkim hydropower,"Impacts ofhydropowerdevelopment on rural livelihood sustainability inSikkim, India: community perceptions",https://bioone.org/journals/mountain-research-and-development/volume-32/issue-2/MRD-JOURNAL-D-11-00103.1/Impacts-of-Hydropower-Development-on-Rural-Livelihood-Sustainability-in-Sikkim/10.1659/MRD-JOURNAL-D-11-00103.1.short,"… Agriculture has provided livelihoods to villagers inSikkimfor … There is a need forpolicyandinvestment mechanisms that …hydropowerconstruction at the three research sites inSikkim, …",2026-05-19T13:01:49.914890,"T Chandy,RJ Keenan, RJ Petheram… - Mountain Research and …, 2012 - BioOne"
Google Scholar,sikkim hydropower,"The politics of place and the place of politics: Largehydropowerdam contestations inSikkim, India",https://search.proquest.com/openview/ed81a7101934188a4b2ffb1466c82b6b/1?pq-origsite=gscholar&cbl=2026366&diss=y,"…hydropowerdevelopment invokes(ed) inSikkim. Not all the names can be mentioned here,but some names cannot be left unmentioned too – taking the liberty of my friendship with a …",2026-05-19T13:01:49.915028,RD Dukpa - 2024 - search.proquest.com
Google Scholar,sikkim forest policy,Green governance inSikkim: Integrating sustainability into publicpolicy,https://indianjournals.com/api/article-view/jpg-6-3-004,… environmental conservation throughpolicylevel initiatives. Theforestcover ofSikkimconstitutes around 47.31 percent of the state’s geographical area. In terms offorestcanopy density …,2026-05-19T13:02:08.989150,"D Chhetri- J Polit Govern, 2017 - indianjournals.com"
Google Scholar,sikkim forest policy,"Assessing the priorities for sustainableforestmanagement in theSikkimHimalaya, India: a remote sensing based approach",https://link.springer.com/article/10.1007/s12524-011-0110-6,"… To conclude, we propose the following priorities forforestmanagement in theSikkimHimalaya. Firstly initiate a long term restoration program for the degraded oak and coniferforests. …",2026-05-19T13:02:08.989435,"S Tambe, ML Arrawatia,N Sharma- Journal of the Indian Society of …, 2011 - Springer"
Google Scholar,sikkim forest policy,Communityforestmanagement inSikkimHimalaya towards sustainable development,https://www.inderscienceonline.com/doi/abs/10.1504/IJESD.2015.066900,… For the pre-merger period ofSikkimwith India in 1975 and as per the firstforestworking planofSikkim… NationalForestPolicyResolution of 1988 envisaged people’s involvement in the …,2026-05-19T13:02:08.989707,"S Chettri,AP Krishna,KK Singh- International Journal of …, 2015 - inderscienceonline.com"
Google Scholar,sikkim forest policy,Ethnicity and protectivepoliciesinSikkim: Consolidation and reconfiguration,https://journals.sagepub.com/doi/abs/10.1177/00699667221091380,"… The multi-cultural fabric ofSikkimesesociety is reflected in the political … topoliciesthatprotect such multi-culturalism inSikkim. Based on a retrospective analysis of protectivepolicies, …",2026-05-19T13:02:08.990230,"S Thapa- Contributions to Indian Sociology, 2022 - journals.sagepub.com"
Google Scholar,sikkim forest policy,"Managing rural development in the mountain state ofSikkim, India",https://bioone.org/journals/mountain-research-and-development/volume-32/issue-2/MRD-JOURNAL-D-12-00005.1/Managing-Rural-Development-in-the-Mountain-State-of-Sikkim-India/10.1659/MRD-JOURNAL-D-12-00005.1.short,"… rural development subsectors inSikkimover the past 5 years. This significant enhancementin financial investment, coupled with good governance and innovativepolicies, has ensured …",2026-05-19T13:02:08.990470,"S Tambe, ML Arrawatia, AK Ganeriwala - Mountain Research and …, 2012 - BioOne"
Google Scholar,sikkim forest policy,Green IP Regime and the Issues of Environment Protection in the State ofSikkim: A Legal Perspective,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324/9781003795001-2&type=chapterpdf,"… This article examinesSikkim’s green IP regime and its implications for environmental …implemented inSikkim. These include setting up a green IP cell, formulating a green IPpolicy, and …",2026-05-19T13:02:08.991003,D Pandey - Greening Intellectual Property for the Protection of … - api.taylorfrancis.com
Google Scholar,sikkim forest policy,"Theforestof symbols embodied in the Tholung sacred landscape of NorthSikkim, India",https://journals.lww.com/coas/fulltext/2006/04010/The_Forest_of_Symbols_Embodied_in_the_Tholung.3.aspx,"… In this article, I explain theforestof symbols and the cultural politics embodied in theTholung sacred landscape of the Lepchas inSikkim. Scholars emphasize that ‘a natural space …",2026-05-19T13:02:08.991255,"V Arora- Conservation and Society, 2006 - journals.lww.com"
Google Scholar,sikkim agriculture policy,"Lesson learned of organicagricultural policyofsikkimstate, India to Thailand",https://so04.tci-thaijo.org/index.php/NCRJ/article/view/263600,"… the organicagriculturalpolicyofSikkimState and the Republic of India. The researchutilizes government reports, documents and thepoliciesofSikkimand India.Sikkimofficially …",2026-05-19T13:02:31.503819,"B Paunglad - NIDA Case Research Journal, 2022 - so04.tci-thaijo.org"
Google Scholar,sikkim agriculture policy,Including farmers' welfare in a government-led sector transition: the case ofSikkim'sshift to organicagriculture,https://www.sciencedirect.com/science/article/pii/S0959652623013653,"…Sikkim, a small Himalayan north-eastern state of India, declared itself fully organic in 2016.We assess thepoliciesimplemented to enable the transition of theagriculturalsector to …",2026-05-19T13:02:31.503981,"A Bhatt, J John - Journal of Cleaner Production, 2023 - Elsevier"
Google Scholar,sikkim agriculture policy,"Scale and the politics of the organic transition inSikkim, India",https://www.tandfonline.com/doi/abs/10.1080/21683565.2019.1701171,"… allagriculturalproduction as organic. In this article, we explore howSikkim’s organicpolicies… Drawing upon 47 interviews withSikkimesefarmers, consumers, and government officials, …",2026-05-19T13:02:31.504127,"D Meek,CR Anderson- Agroecology and Sustainable Food …, 2020 - Taylor & Francis"
Google Scholar,sikkim agriculture policy,"[PDF]Mountainagriculturaltransformation processes and sustainability in theSikkimHimalayas, India",https://lib.icimod.org/records/mm7pt-7dt84/files/Mountain%20Agricultural%20Transformation%20Processes.pdf,"… /2), This publication presents findings of the case study carried out in theSikkimHimalayas.… districts ofSikkim, India, in order to examine the effects of mountainagriculturaldevelopment …",2026-05-19T13:02:31.504436,"HR Sharma,E Sharma- 1997 - lib.icimod.org"
Google Scholar,sikkim agriculture policy,[PDF]Food Security and Management inSikkim: Role of Public Distribution System and Mahatma Gandhi National Rural Employment Guarantee Act,http://www.dspace.cus.ac.in/jspui/bitstream/1/4799/1/Bitu%20Subba%20PhD-PCS.pdf,… Over the yearsagricultureinSikkimhas remained stagnant or no growths especially whenit comes to major foodgrain like rice and wheat. It also shows the overdependence in PDS/…,2026-05-19T13:02:31.504736,B Subba - 2016 - dspace.cus.ac.in
Google Scholar,sikkim agriculture policy,[PDF]Sikkim: Development report,https://dspace.nehu.ac.in/bitstreams/8a5d0b03-a5f8-4d2b-a006-fb5c9f215fdd/download,"… Situated on the northeast border of the country,Sikkimis a … Indian union, thatSikkim'sdevelopmental agenda was placed … TheSikkimState Development Report attempts to assess the …",2026-05-19T13:02:31.504895,Planning Commission - 2012 - dspace.nehu.ac.in
Google Scholar,sikkim agriculture policy,[PDF]Opportunities and challenges of the globally important traditionalagricultureheritage systems of theSikkimHimalaya,http://www.sikkimforest.gov.in/Reports%20and%20Publications/Biodiveristy-of-Sikkim/21%20Agriculture_379-402%20web.pdf,… The multifunctionalSikkimHimalayan TFS are …SikkimHimalayanAgricultureSystemshas been considered as an associate site under FAOs Globally Important IngeniousAgriculture…,2026-05-19T13:02:31.505057,"G Sharma, T Dhakal - … . IPR Department, Government ofSikkim…, 2011 - sikkimforest.gov.in"
Google Scholar,sikkim agriculture policy,[HTML]An overview of exiting contours for promoting different strategies for livelihood security inSikkimHimalaya,https://www.sciencedirect.com/science/article/pii/S2666049021000104,…Agricultureis the mainstay of the majority of the rural population ofSikkim. Due to adverse… Only 11% of land is underagricultureon which more than 60% of the total population …,2026-05-19T13:02:31.505217,"P Kumar,SC Rai- Current Research in Environmental Sustainability, 2021 - Elsevier"
Google Scholar,sikkim disaster management,[PDF]Governance andDisaster Management: A Study ofSikkim,http://dspace.cus.ac.in/jspui/bitstream/1/5491/1/Nor%20Bahadur%20Limboo-PCS.pdf,… this study will focus are the Governmentpoliciesand plans ondisastermanagementandhow people have responded to thesepoliciesand programmes in wake ofdisasterinSikkim. …,2026-05-19T13:02:48.832005,NB Limboo - 2017 - dspace.cus.ac.in
Google Scholar,sikkim disaster management,"[PDF]Traditional knowledge ondisaster management: A preliminary study of the Lepcha community ofSikkim, India",http://prod-qt-images.s3.amazonaws.com/indiawaterportal/import/sites/default/files/iwp2/Traditional_knowledge_on_disaster_management_A_preliminary_study_on_the_Lepcha_community_of_Sikkim_Indian_Journal_of_Traditional_Knowledge_2011.pdf,"… is an important philosophical inquiry if an effectivemanagementplanis to be envisaged.The Lepcha people have no real concept of sin. When an individual does something terrible, …",2026-05-19T13:02:48.832199,"V Jha,A Jha- Indian Journal of Traditional …, 2011 - prod-qt-images.s3.amazonaws.com"
Google Scholar,sikkim disaster management,The Effectiveness ofDisaster ManagementPlans and Strategies at the Local Level: Evidence fromSikkim-Darjeeling Himalayan Region,https://link.springer.com/chapter/10.1007/978-981-95-2007-7_20,… forDisasterRiskReductionmention community involvement indisastermanagementplan… and the country has its ownDisasterManagementPlanand Act which focuses in prevention …,2026-05-19T13:02:48.832375,"S Subba,B Chhetri, K Lepcha, P Tikhile - … andDisasterRiskReduction, 2025 - Springer"
Google Scholar,sikkim disaster management,"[PDF]DisasterVulnerability Assessment ActionPlanto StrengthenDisasterResilience of Gangtok,Sikkim",https://www.researchgate.net/profile/Anitha-Karthik/publication/360450732_NIDMJOURNAL_JulDec2021/links/6276f4c5b1ad9f66c8ab42b2/NIDMJOURNAL-JulDec2021.pdf#page=11,… Early Warning Systems should be the functional component of the CityDisasterManagementPlan. • Installing instrumentation and slope monitoring for real-time early warning. For …,2026-05-19T13:02:48.832550,"R Magotra, M Shaw, A Tyagi -DisasterDevelopment - researchgate.net"
Google Scholar,sikkim disaster management,"andResponsein the State ofSikkim, India",https://books.google.com/books?hl=en&lr=&id=ZAVsEAAAQBAJ&oi=fnd&pg=PA271&dq=sikkim+sikkim+disaster+management+policy&ots=I2D6rxogAs&sig=WhhxTDFjzvzK2-GeQx0GCWD2IeM,"…policy, plans, and strategies for use of Science, Technology, and people’s participation inresilient reconstructiondisasterriskreduction… as necessary fordisastermanagement. Further …",2026-05-19T13:02:48.832722,"V Sharma -DisasterRiskReductionin Asia Pacific: Governance …, 2022 - books.google.com"
Google Scholar,sikkim disaster management,"Managingrural development in the mountain state ofSikkim, India",https://bioone.org/journals/mountain-research-and-development/volume-32/issue-2/MRD-JOURNAL-D-12-00005.1/Managing-Rural-Development-in-the-Mountain-State-of-Sikkim-India/10.1659/MRD-JOURNAL-D-12-00005.1.short,"… The present study was necessitated while preparing for the 12th five-yearplan, which requireda detailed assessment of performance during the 11thplanperiod. Rural development is …",2026-05-19T13:02:48.832862,"S Tambe, ML Arrawatia, AK Ganeriwala - Mountain Research and …, 2012 - BioOne"
Google Scholar,sikkim disaster management,[PDF]Challenges indisaster Managementin Hill areas A Case Study ofSikkim,https://centreforgovernance.com/files/journal/Volume%2022%20-%20January%202021%20-%20Special%20Issue%20on%20Disaster%20Management.pdf#page=256,"… due todisasters[Baraua et al , 2014]. The examples and understanding of cascadinghazards in HKH region (of whichSikkimis a part) clearly indicate that plans andpoliciesare …",2026-05-19T13:02:48.833019,"VK Sharma,S Singh- IC Centre for Governance, 2021 - centreforgovernance.com"
Google Scholar,sikkim disaster management,"Use of Scientific Knowledge and Public Participation inDisasterRiskReductionandResponsein the State ofSikkim, India",https://link.springer.com/chapter/10.1007/978-981-16-4811-3_14,"…policy, plans, and strategies for use of Science, Technology, and people’s participation inresilient reconstructiondisasterriskreduction… Chapter 6 of theDisasterManagementAct, 2005…",2026-05-19T13:02:48.833194,"V Sharma-DisasterRiskReductionin Asia Pacific: Governance …, 2022 - Springer"
Google Scholar,sikkim disaster management,"Climate-induced glacier retreats and associated hazards: need for robust glaciers and glacial lakemanagement policyinSikkimHimalaya, India",https://link.springer.com/chapter/10.1007/978-3-030-92782-0_8,"… However, thepolicyand plans related to glaciermanagement… Further, there are no systematicapproaches to themanagementof … facts andpolicygaps in theSikkimHimalayan region: …",2026-05-19T13:02:48.833519,"RK Sharma,R Kumar, P Pradhan,A Sharma- Climate change: Impacts …, 2022 - Springer"
Google Scholar,sikkim water resources,Water managementsystems of two towns in the Eastern Himalaya: case studies of Singtam inSikkimand Kalimpong in West Bengal states of India,https://iwaponline.com/wp/article-abstract/22/S1/107/67253,"… onwaterand livelihoods in two Himalayan towns, inSikkim… it was defined and mappedasSikkimand West Bengal. An … Basically, the challenges ofwatermanagementin Singtam …",2026-05-19T13:03:06.948711,"G Sharma, C Namchu, K Nyima, M Luitel, S Singh… -Water Policy, 2020 - iwaponline.com"
Google Scholar,sikkim water resources,Managementchallenges ofwater resourcesinSikkimmountain regions,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394249619.ch1,"… ,managementchallenges and mitigation measures related towaterresourcesofSikkimare… to ensure the sustainable and equitablemanagementofSikkim’s preciouswaterresources. …",2026-05-19T13:03:06.948924,"AK Misra,OP Kaptan,P Kumari, K Rai… -Water Resources…, 2025 - Wiley Online Library"
Google Scholar,sikkim water resources,"[PDF]Conceptualizing strategies to enhance ruralwatersecurity inSikkim, Eastern Himalaya, India",https://www.researchgate.net/profile/Indranil-Roy-9/publication/261322560_Proceedings_of_the_Workshop_on_Integrated_Water_Resource_Management_Eds_A_Roy_I_Roy_and_T_Talukder_Nov_2009/links/00463533da53f8fd26000000/Proceedings-of-the-Workshop-on-Integrated-Water-Resource-Management-Eds-A-Roy-I-Roy-and-T-Talukder-Nov-2009.pdf#page=11,"… Traditionally,watersupply or harnessing schemes have received higher priority, but with …ofwatersources, these schemes are faltering, and there is felt need to revive thewatersources…",2026-05-19T13:03:06.949137,"S Tambe, M Arrawatia,R Kumar, H Bharti… - …Water Resource…, 2009 - researchgate.net"
Google Scholar,sikkim water resources,"Developingwater resources managementstrategies for SouthSikkimDistrict, India",https://iwaponline.com/ws/article-abstract/18/2/648/38267,"… ofwaterresourcemanagementand for suggesting strategies to meet the perceptive demandof 410 L ofwaterper family during the winter period in SouthSikkimdistrict ofSikkimstate, …",2026-05-19T13:03:06.949314,"BC Kusre,PK Bora, D Rai,K Adhikari… -WaterScience and …, 2018 - iwaponline.com"
Google Scholar,sikkim water resources,[PDF]UrbanWater Policyin the Eastern Himalayan State ofSikkim: An Assessment,https://niua.in/sites/default/files/2025-07/2021_1_Urban%20Water%20Policy.pdf,"… , was gathered and descriptive statistics have been employed to analyse the statewaterpolicy. Themanagementof domesticwaterresourcesinSikkimis basically divided into two …",2026-05-19T13:03:06.949485,"LD Sherpa, K Singha - Urban India, 2021 - niua.in"
Google Scholar,sikkim water resources,[PDF]Water Resource Managementin SouthSikkim: Community Participation and Institutional Practices,http://dspace.cus.ac.in/jspui/bitstream/1/6200/1/Chunu%20Maya%20Giri-Geography.pdf,"… existingwatermanagementcommittee andwatermanagement…WaterresourceinSikkimis in the form of glaciers, lakes, … drought-prone areas ofSikkimwhich face acutewaterscarcity …",2026-05-19T13:03:06.949659,CM Giri - 2018 - dspace.cus.ac.in
Google Scholar,sikkim water resources,Growth of urbanisation andwatersupply problem inSikkim,https://books.google.com/books?hl=en&lr=&id=nMFkEQAAQBAJ&oi=fnd&pg=PA148&dq=sikkim+sikkim+water+resources+policy&ots=oFgYAyKjYi&sig=eBCJ0PU2g57D88gAqgZnzAPUixs,"… for economic optimization ofwateruse. Urbanwatermanagementpoliciesare importantsections which can be linked with laws, institutions andpoliciesmanagementby government or …",2026-05-19T13:03:06.949801,"LD Sherpa - Hill economies and sustainable development in …, 2019 - books.google.com"
Google Scholar,sikkim water resources,Analyzing social networks to examine the changing governance structure of Springsheds: a case study ofSikkimin the Indian Himalayas,https://link.springer.com/article/10.1007/s00267-018-1128-0,"… ) of springs (dhara) inSikkim, India, frompolicyplanning topolicyimplementation. Thestudy … and Advanced Center forWaterResourcesDevelopment andManagement(ACWADAM) …",2026-05-19T13:03:06.949956,"SM Sen, A Singh,N Varma,D Sharma… - …Management, 2019 - Springer"
Google Scholar,sikkim water resources,"[HTML]Analysing challenges and strategies in land productivity inSikkimHimalaya, India",https://www.mdpi.com/2071-1050/13/19/11112,"… local raw materials, conserves soil andwaterresources, enhances the overall productivityof the … We expect to see morepoliciesand programmes that aim to provide direct benefits to …",2026-05-19T13:03:06.950296,"PK Mishra,A Rai,K Abdelrahman,SC Rai,A Tiwari- Sustainability, 2021 - mdpi.com"
Google Scholar,sikkim renewable energy,[B]Ruralenergyplanning inSikkim,http://dspace.cus.ac.in/jspui/bitstream/1/4651/1/Rural%20energy%20planning%20in%20Sikkim.pdf,"… or expert in the field ofrenewableenergy. His other interests include computer programming,energymodelling and forecasting. He has a number of papers onrenewableenergy…",2026-05-19T13:03:24.320141,"K Sudhakar, PPS Gusain - 1991 - dspace.cus.ac.in"
Google Scholar,sikkim renewable energy,[HTML]Study on theAlternative EnergyTechnologies Implementation for Promoting the Sustainability of Technologies inSikkim,https://www.academia.edu/download/80088669/IJETAE_ICERTSD_0213_85.pdf,"… therenewableenergy…renewablesand examine their impact onenergyeconomy of India.At the end, this paper highlights the need forsustainablestrategies andpoliciesforrenewables…",2026-05-19T13:03:24.320717,V Jaswal - 2015 - academia.edu
Google Scholar,sikkim renewable energy,Sustainable EnergyDevelopment Strategies forSikkim,https://books.google.com/books?hl=en&lr=&id=LvuOKCIICMEC&oi=fnd&pg=PA195&dq=sikkim+sikkim+renewable+energy+policy&ots=lUZJ9ekxTy&sig=3Pek0nZuJYyRb7p7bekh1WZmKWg,"… majorenergysource is going to dominate the ruralSikkimfor …energysituation, to quantifyavailability ofenergyresources… ment agencies in several areas ofSikkim. It was observed that …",2026-05-19T13:03:24.321302,"K SUDHAKAR -Sikkim: Society, Polity, Economy, Environment, 1994 - books.google.com"
Google Scholar,sikkim renewable energy,Harnessingenergypotential in fragile landscapes: Exploration of conflicts and emerging issues around hydropower developments inSikkim,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315168432-4/harnessing-energy-potential-fragile-landscapes-ghanashyam-sharma-trilochan-pandey,"… The Government ofSikkimaimed to develop its economic plans …renewableresources.Being a special category State with international border, the State effort to exploit waterresources…",2026-05-19T13:03:24.321737,"G Sharma, T Pandey - Water Conflicts in Northeast India, 2017 - taylorfrancis.com"
Google Scholar,sikkim renewable energy,Political stability and its effect on economy: some lessons fromSikkimHimalaya,https://link.springer.com/article/10.1007/s40847-022-00199-9,"… In this study, ‘Sikkimeseidentity’ is roughly defined as theSikkimese’s specificsocioeconomic and political protection guaranteed by Article 371 (F) of the Constitution of India. …",2026-05-19T13:03:24.322230,"K Singha,MA Singh- Journal of social and economic development, 2022 - Springer"
